Record ID,Seed Size (mm),Seed Weight (g),Germination Rate (%),Seed Purity (%),Seed Viability (%),Seed Coat Thickness (mm),Soil pH,Organic Matter (%),Temperature (°C),Rainfall (mm),Humidity (%),Fertilizer Amount (kg/ha),Irrigation (mm),Planting Density (plants/ha),Planting Depth (cm),Crop Yield (kg/ha),Field Size (ha),Harvest Date,Fertilizer Type_Urea,Pest Incidence_Low,Pest Incidence_Moderate,Disease Incidence_Low,Disease Incidence_Moderate,Crop Variety_Variety B,Crop Variety_Variety C
590,4.83,0.25,85.18,90.07,92.4,0.26,6.3,2.2,20.3,144.6,60.2,114.0,43.0,1174.0,3.4,3654.0,3.5,2024-09-04,True,True,False,True,False,False,True
591,4.51,0.3,96.41,98.95,96.59,0.28,6.9,2.3,25.6,96.0,78.4,78.0,44.0,1067.0,3.3,3619.0,2.8,2024-08-04,True,True,False,False,False,False,True
592,4.5,0.28,97.81,98.1,94.6,0.34,6.4,2.5,24.8,116.9,75.5,102.0,46.0,977.0,2.5,3583.0,2.8,2024-09-18,False,True,False,False,False,False,False
593,4.65,0.27,93.86,97.52,95.04,0.34,6.9,2.8,26.4,108.2,79.7,86.0,44.0,1033.0,2.6,3978.0,3.4,2024-08-15,False,False,True,True,False,False,True
594,5.06,0.27,91.46,90.32,96.12,0.32,6.4,2.8,22.3,103.3,63.2,92.0,57.0,1148.0,2.9,3589.0,3.6,2024-08-14,False,False,False,True,False,False,False
595,4.74,0.22,97.64,96.18,99.81,0.28,6.7,2.2,22.6,120.7,66.4,80.0,45.0,911.0,3.2,3492.0,2.6,2024-09-10,True,False,True,True,False,False,True
596,4.67,0.21,92.96,90.94,97.54,0.25,6.2,2.9,27.2,94.4,76.4,100.0,57.0,1080.0,3.2,3994.0,2.8,2024-08-01,True,False,False,False,True,False,False
597,5.12,0.25,85.51,90.14,91.19,0.31,6.6,2.6,20.3,118.2,78.5,94.0,52.0,1134.0,3.3,3519.0,3.8,2024-09-16,True,True,False,True,False,False,True
598,4.89,0.29,88.12,92.8,90.53,0.33,6.4,2.2,22.3,144.1,76.7,103.0,52.0,1042.0,2.9,3915.0,2.7,2024-09-02,True,False,False,False,True,False,False
599,4.92,0.23,91.48,94.58,95.19,0.26,6.5,2.2,21.8,93.9,75.3,96.0,53.0,1118.0,3.2,3471.0,3.1,2024-09-03,True,True,False,True,False,False,False
600,4.88,0.26,91.43,98.49,98.75,0.27,6.1,2.6,23.0,91.1,77.8,84.0,59.0,1115.0,3.3,3201.0,2.9,2024-09-03,False,True,False,True,False,False,True
601,5.02,0.22,88.97,93.21,91.6,0.27,6.8,2.2,20.3,127.8,79.5,90.0,42.0,1071.0,3.4,3784.0,3.4,2024-08-06,True,False,True,False,True,True,False
602,4.82,0.25,86.19,96.79,97.25,0.35,6.3,2.0,25.5,132.4,75.8,82.0,45.0,1054.0,2.8,3861.0,3.2,2024-08-16,True,False,True,False,True,False,True
603,5.3,0.26,95.05,93.33,98.31,0.28,6.5,2.2,24.8,109.1,65.3,128.0,43.0,1136.0,3.5,3020.0,3.5,2024-09-11,False,False,True,False,False,False,False
604,4.75,0.2,90.24,99.35,90.12,0.31,6.5,2.9,20.8,130.9,73.6,110.0,59.0,1147.0,2.5,3471.0,3.1,2024-08-25,False,True,False,False,True,True,False
605,4.81,0.25,89.99,94.32,99.79,0.26,6.9,2.5,26.2,139.8,67.2,96.0,48.0,1012.0,3.4,3829.0,2.7,2024-09-14,True,True,False,False,False,False,False
606,4.61,0.24,86.28,96.19,91.44,0.3,6.0,2.3,26.8,119.0,79.6,122.0,47.0,914.0,3.3,3911.0,3.7,2024-09-11,False,True,False,False,True,True,False
607,4.63,0.3,88.36,97.24,99.08,0.27,6.9,2.3,29.8,106.9,79.1,73.0,54.0,1060.0,3.0,3223.0,3.6,2024-09-28,True,False,False,True,False,False,True
608,4.69,0.26,88.29,99.56,90.29,0.27,6.2,2.4,22.3,119.5,77.4,113.0,52.0,927.0,3.2,3166.0,3.7,2024-09-26,False,True,False,True,False,False,True
609,4.75,0.24,89.56,98.59,91.27,0.31,6.1,2.7,29.1,116.1,69.8,126.0,50.0,1046.0,3.1,3689.0,2.7,2024-09-13,True,False,True,True,False,False,False
610,5.32,0.24,85.94,97.86,93.77,0.26,6.6,2.9,28.9,147.5,77.4,70.0,48.0,1146.0,2.9,3602.0,3.4,2024-08-03,True,False,False,False,False,False,True
611,4.87,0.29,91.54,94.65,99.98,0.3,6.2,2.5,28.1,136.6,75.8,112.0,45.0,1159.0,3.4,3194.0,2.7,2024-09-07,False,False,True,True,False,False,False
612,5.48,0.29,96.61,98.86,95.42,0.31,6.5,2.1,27.5,120.3,73.0,100.0,50.0,952.0,2.8,3159.0,2.8,2024-08-20,False,False,False,False,True,False,False
613,5.47,0.22,88.5,95.91,96.1,0.27,6.8,2.8,22.4,107.3,78.8,120.0,54.0,925.0,2.9,3559.0,2.8,2024-09-23,False,False,False,True,False,False,True
614,4.95,0.26,89.26,97.81,98.4,0.28,6.8,2.1,28.4,99.2,61.7,109.0,49.0,1172.0,2.9,3287.0,3.3,2024-08-25,True,False,False,False,False,True,False
615,4.96,0.23,94.02,97.6,98.53,0.35,6.3,2.7,23.9,130.6,69.5,130.0,55.0,1186.0,3.3,3903.0,3.7,2024-09-02,False,False,False,False,False,False,False
616,4.96,0.23,89.81,90.2,95.24,0.3,6.5,3.0,29.1,99.7,67.4,95.0,47.0,1140.0,3.0,3572.0,3.8,2024-08-15,True,True,False,True,False,True,False
617,5.31,0.21,94.28,94.35,92.95,0.26,6.5,2.4,22.5,131.7,75.4,85.0,41.0,1155.0,2.5,3937.0,3.4,2024-09-08,False,False,True,False,False,False,True
618,4.82,0.22,85.12,92.35,91.38,0.31,6.2,2.5,25.9,107.9,60.7,72.0,41.0,1122.0,2.8,3796.0,3.1,2024-08-18,True,False,True,True,False,False,True
619,4.95,0.25,94.27,92.74,91.22,0.31,6.3,2.4,26.5,119.6,72.4,103.0,55.0,1112.0,3.0,3679.0,3.8,2024-09-05,True,False,True,True,False,True,False
620,4.93,0.24,94.94,95.83,90.71,0.34,6.0,2.7,27.6,147.2,61.1,106.0,49.0,999.0,2.6,3563.0,3.2,2024-09-07,True,False,True,True,False,False,True
621,4.6,0.26,94.59,97.67,99.05,0.29,7.0,2.9,23.0,99.6,68.7,94.0,52.0,1075.0,3.2,3510.0,2.7,2024-09-21,True,True,False,False,False,True,False
622,5.36,0.23,97.63,91.18,99.58,0.26,6.2,2.0,27.1,141.0,68.7,126.0,52.0,1089.0,3.3,3297.0,3.0,2024-08-18,False,False,False,True,False,False,False
623,5.41,0.29,97.69,99.02,91.27,0.33,6.4,3.0,24.7,123.2,70.6,89.0,42.0,1169.0,3.3,3140.0,3.7,2024-08-10,False,False,True,False,False,False,True
624,5.13,0.24,88.3,98.6,97.0,0.3,6.6,2.1,24.7,101.6,64.2,110.0,58.0,1021.0,2.7,3649.0,3.8,2024-08-06,True,False,True,False,True,False,False
625,5.25,0.29,91.98,97.52,91.4,0.28,6.4,2.5,29.3,142.5,62.7,80.0,47.0,987.0,3.1,3903.0,3.9,2024-09-18,False,False,True,False,True,True,False
626,5.15,0.28,91.83,92.08,95.25,0.31,6.7,2.2,23.7,111.8,79.2,97.0,55.0,1125.0,2.8,3572.0,3.8,2024-08-12,True,True,False,True,False,False,False
627,4.98,0.29,87.79,90.74,98.91,0.33,7.0,2.7,29.4,139.6,76.9,104.0,48.0,1180.0,2.9,3539.0,3.2,2024-09-02,True,False,True,False,False,False,True
628,5.06,0.25,85.62,98.82,94.44,0.31,6.1,2.0,22.5,132.3,62.0,125.0,44.0,961.0,2.7,3014.0,3.7,2024-08-23,True,True,False,True,False,False,False
629,5.38,0.26,87.45,92.85,94.76,0.35,6.2,2.7,24.4,107.9,69.1,74.0,56.0,973.0,3.2,3068.0,3.9,2024-09-25,False,False,False,False,False,True,False
630,4.69,0.29,95.52,99.68,94.78,0.32,6.4,2.2,24.4,99.9,79.6,76.0,52.0,1088.0,3.0,3662.0,2.7,2024-08-25,True,True,False,False,True,True,False
631,5.06,0.23,97.22,97.62,99.73,0.25,6.3,2.2,20.1,104.5,73.6,84.0,50.0,1166.0,3.2,3395.0,3.1,2024-09-06,False,False,False,False,False,False,False
632,4.96,0.22,93.24,93.64,98.52,0.33,6.6,2.4,22.1,136.6,69.7,83.0,44.0,950.0,3.3,3229.0,3.3,2024-08-09,False,False,False,False,True,False,False
633,4.95,0.26,96.4,98.68,94.51,0.25,6.4,2.6,25.6,129.1,63.1,109.0,44.0,1125.0,2.8,3710.0,2.6,2024-08-10,True,False,True,False,True,True,False
634,4.91,0.27,87.95,97.95,96.31,0.31,6.4,2.5,26.0,118.3,74.0,96.0,44.0,964.0,2.5,3301.0,3.6,2024-08-27,False,True,False,False,True,True,False
635,5.29,0.22,97.47,95.02,99.17,0.32,6.7,2.1,22.2,90.5,74.3,91.0,56.0,1002.0,3.3,3131.0,2.8,2024-08-17,True,False,True,True,False,True,False
636,4.84,0.24,89.53,97.64,90.97,0.29,6.8,2.1,29.4,149.2,61.8,87.0,47.0,1133.0,3.1,3644.0,3.6,2024-09-08,False,False,False,False,False,True,False
637,4.62,0.28,94.17,95.77,98.9,0.32,6.2,2.4,24.9,93.3,79.1,78.0,54.0,1052.0,2.5,3925.0,3.8,2024-08-20,False,False,True,True,False,False,False
638,5.02,0.22,86.58,93.63,92.55,0.3,7.0,2.6,28.9,129.1,69.5,121.0,49.0,1161.0,2.8,3129.0,3.8,2024-08-25,False,False,True,False,True,False,True
639,5.09,0.29,97.19,90.54,95.01,0.29,6.6,2.8,22.8,123.4,74.2,78.0,56.0,1082.0,3.4,3340.0,2.7,2024-09-22,True,False,True,False,True,True,False
640,5.01,0.21,97.6,90.39,97.54,0.3,6.4,2.1,26.2,125.1,65.6,125.0,46.0,1035.0,3.0,3100.0,3.9,2024-09-30,False,False,True,False,True,False,True
641,4.87,0.21,90.03,96.0,95.14,0.32,6.1,2.3,28.2,94.8,77.1,76.0,57.0,1008.0,3.1,3153.0,2.6,2024-08-26,False,False,True,False,True,False,False
642,4.72,0.21,89.06,95.14,95.89,0.33,6.7,2.6,24.1,118.4,68.3,121.0,45.0,902.0,3.2,3202.0,3.8,2024-09-10,True,False,True,False,False,False,True
643,5.36,0.21,86.38,94.95,96.09,0.28,6.7,2.6,23.2,91.5,75.0,83.0,57.0,1026.0,3.1,3873.0,3.8,2024-08-25,True,False,False,True,False,True,False
644,4.87,0.22,95.08,94.33,91.92,0.34,6.2,2.0,20.2,127.3,73.2,89.0,46.0,1002.0,3.2,3058.0,3.9,2024-09-29,True,False,True,False,True,False,False
645,4.72,0.3,87.23,97.72,92.23,0.26,6.9,2.9,24.0,132.1,71.1,121.0,46.0,1057.0,3.0,3354.0,3.8,2024-09-13,False,False,False,False,False,False,False
646,4.67,0.21,92.5,96.57,91.95,0.29,6.9,2.2,26.7,134.4,69.0,126.0,55.0,1037.0,3.1,3693.0,3.4,2024-08-14,False,False,False,False,True,False,True
647,5.38,0.24,88.9,92.14,90.38,0.25,6.9,2.7,26.6,126.9,77.0,99.0,57.0,1008.0,3.4,3699.0,2.9,2024-09-22,True,False,True,False,False,False,False
648,5.06,0.25,86.79,95.91,93.15,0.26,6.9,2.6,28.8,130.6,67.1,101.0,54.0,1188.0,2.8,3875.0,3.9,2024-09-10,True,False,False,False,True,False,False
649,5.17,0.29,90.17,99.53,97.03,0.25,6.9,2.5,24.6,124.0,63.0,98.0,57.0,905.0,2.8,3002.0,3.1,2024-08-10,True,True,False,False,True,False,True
650,5.23,0.28,97.29,96.09,92.55,0.34,6.8,2.6,27.0,145.5,74.2,92.0,54.0,912.0,2.9,3406.0,2.8,2024-09-08,True,False,True,True,False,True,False
651,4.52,0.21,93.51,98.02,99.88,0.28,6.6,2.9,21.7,133.1,75.1,75.0,57.0,1144.0,2.5,3091.0,2.6,2024-09-02,True,False,False,False,True,False,True
652,4.83,0.25,91.92,92.68,99.12,0.29,6.0,2.3,25.3,114.5,65.5,78.0,56.0,1199.0,2.8,3382.0,3.4,2024-09-14,True,False,False,True,False,True,False
653,5.22,0.24,96.76,95.6,94.5,0.31,7.0,2.8,20.4,109.9,69.4,89.0,54.0,1148.0,3.2,3989.0,2.9,2024-09-12,False,True,False,True,False,False,True
654,5.37,0.28,89.71,97.34,91.04,0.33,6.5,2.3,26.6,128.5,64.2,72.0,49.0,1071.0,3.4,3928.0,3.3,2024-08-03,True,True,False,False,False,False,True
655,5.25,0.24,94.7,92.05,93.71,0.31,6.0,2.7,28.4,113.9,69.0,121.0,56.0,986.0,2.8,3679.0,3.3,2024-08-01,True,False,True,False,True,False,False
656,4.66,0.23,96.7,96.88,99.86,0.33,6.9,2.2,27.7,91.2,73.4,98.0,47.0,1159.0,3.4,3022.0,3.4,2024-09-17,False,False,True,True,False,False,True
657,4.87,0.24,95.82,93.1,99.43,0.27,6.7,2.7,22.5,109.5,76.7,116.0,47.0,1060.0,2.6,3209.0,3.2,2024-08-30,False,False,True,False,True,True,False
658,4.59,0.28,94.33,99.44,96.93,0.34,6.6,2.6,29.8,128.5,60.6,113.0,58.0,1139.0,3.1,3671.0,4.0,2024-08-07,False,False,True,True,False,True,False
659,4.59,0.27,88.68,96.4,96.08,0.27,6.2,2.6,21.3,105.9,76.7,90.0,50.0,1182.0,2.7,3390.0,3.4,2024-09-23,True,False,True,True,False,False,False
660,5.26,0.29,96.9,97.77,92.28,0.25,6.4,2.1,27.1,129.7,60.9,120.0,45.0,1030.0,3.2,3429.0,3.2,2024-08-30,False,False,True,False,True,True,False
661,4.57,0.24,94.94,99.15,94.13,0.29,6.7,2.9,22.7,116.4,75.9,107.0,42.0,1088.0,2.7,3510.0,3.3,2024-08-31,False,False,False,False,True,True,False
662,5.38,0.25,88.63,92.31,98.74,0.27,6.4,2.2,27.7,118.5,67.0,92.0,57.0,1066.0,3.2,3897.0,3.9,2024-08-29,False,False,True,False,False,False,True
663,4.83,0.3,85.32,93.77,98.96,0.28,6.3,2.3,26.1,116.3,74.5,124.0,53.0,961.0,3.4,3264.0,2.7,2024-09-21,True,True,False,False,True,False,False
664,4.59,0.26,86.48,91.39,93.0,0.28,6.6,2.8,27.6,105.7,64.9,128.0,40.0,1164.0,2.7,3947.0,3.0,2024-08-07,False,True,False,False,True,False,True
665,4.94,0.27,92.64,93.18,95.54,0.32,6.0,2.0,24.6,97.9,73.3,83.0,49.0,959.0,3.0,3116.0,2.5,2024-08-12,False,False,False,True,False,False,True
666,4.55,0.3,86.85,97.08,90.68,0.26,6.5,2.5,29.5,146.7,75.6,106.0,49.0,1007.0,3.4,3603.0,3.4,2024-08-30,False,False,True,False,False,True,False
667,4.73,0.2,97.29,93.14,94.43,0.26,6.8,2.0,28.3,98.4,77.7,114.0,43.0,1070.0,2.8,3178.0,3.8,2024-08-12,False,False,True,False,False,False,False
668,4.9,0.24,87.21,93.83,98.72,0.29,7.0,2.9,21.4,100.6,77.3,94.0,40.0,982.0,3.1,3799.0,2.7,2024-09-09,True,False,True,True,False,False,True
669,4.61,0.29,94.76,95.9,97.69,0.29,6.8,2.4,22.4,133.7,68.4,129.0,47.0,1177.0,3.4,3242.0,3.7,2024-08-25,False,False,True,False,False,True,False
670,4.93,0.29,90.85,97.44,94.67,0.27,6.2,2.4,27.6,126.3,73.8,87.0,50.0,913.0,3.3,3990.0,3.1,2024-08-18,False,False,False,True,False,False,False
671,4.51,0.22,93.48,96.12,97.88,0.28,6.8,2.7,23.2,122.7,62.9,97.0,58.0,1026.0,3.3,3590.0,2.8,2024-08-12,False,False,False,True,False,False,True
672,5.08,0.25,90.18,91.2,94.17,0.26,6.1,2.4,23.1,145.5,67.5,115.0,51.0,1111.0,2.8,3942.0,3.3,2024-08-08,True,False,True,True,False,True,False
673,5.33,0.24,86.3,96.74,90.08,0.3,6.2,2.6,29.8,117.9,76.3,100.0,50.0,1179.0,3.4,3786.0,2.9,2024-09-10,True,False,False,False,True,False,True
674,5.05,0.22,90.77,94.84,98.32,0.34,6.4,2.0,28.6,100.5,72.4,71.0,48.0,1196.0,2.6,3424.0,3.0,2024-08-26,True,False,False,False,True,False,True
675,5.41,0.29,88.09,90.81,96.27,0.28,6.7,2.0,21.3,131.2,64.2,121.0,41.0,965.0,3.5,3433.0,3.6,2024-09-09,False,False,True,False,True,True,False
676,4.68,0.26,94.44,93.14,98.29,0.31,6.4,2.6,25.8,99.9,68.1,91.0,48.0,1128.0,3.0,3940.0,2.9,2024-09-28,False,False,False,False,False,True,False
677,4.92,0.28,92.1,95.47,90.53,0.29,6.3,3.0,23.1,143.1,73.5,90.0,51.0,1152.0,3.4,3160.0,3.0,2024-08-08,False,False,False,True,False,True,False
678,4.84,0.2,92.78,98.55,93.82,0.32,6.6,2.4,21.4,132.6,77.1,111.0,40.0,965.0,2.6,3570.0,3.6,2024-08-24,False,False,True,True,False,False,False
679,4.61,0.28,92.22,96.9,99.71,0.26,6.9,2.1,23.9,141.1,78.1,100.0,52.0,1112.0,3.3,3122.0,3.7,2024-09-08,False,False,False,False,True,True,False
680,4.98,0.25,90.51,95.09,99.45,0.3,7.0,2.2,27.2,138.7,73.6,106.0,51.0,1158.0,3.3,3122.0,3.8,2024-08-12,False,False,False,False,True,True,False
681,4.91,0.23,96.31,94.32,98.08,0.28,6.0,2.5,21.0,135.3,65.5,97.0,42.0,986.0,3.3,3152.0,3.5,2024-09-28,True,False,False,False,False,False,True
682,5.42,0.27,95.54,91.09,92.51,0.34,6.7,2.6,26.6,114.9,60.9,117.0,54.0,1042.0,3.4,3336.0,2.9,2024-08-19,False,False,False,True,False,True,False
683,5.37,0.28,91.69,91.31,92.15,0.32,6.4,2.8,29.5,138.3,67.6,117.0,47.0,950.0,2.5,3386.0,3.9,2024-09-09,False,True,False,False,True,True,False
684,4.74,0.22,97.61,90.25,97.86,0.28,6.0,2.9,21.4,123.1,65.5,74.0,41.0,935.0,2.6,3761.0,3.2,2024-08-09,False,False,True,True,False,True,False
685,4.84,0.24,97.08,99.11,97.16,0.34,6.3,2.4,26.1,127.4,69.6,94.0,60.0,1146.0,2.9,3727.0,2.9,2024-09-11,False,False,True,False,False,False,True
686,4.6,0.24,90.24,90.17,98.15,0.29,6.6,2.1,21.7,143.4,72.2,127.0,60.0,1012.0,2.8,3858.0,4.0,2024-08-27,True,False,True,False,False,True,False
687,5.13,0.28,95.16,93.55,95.74,0.33,6.7,2.0,23.4,98.7,64.7,124.0,41.0,966.0,2.8,3617.0,3.3,2024-09-06,True,False,True,True,False,False,False
688,4.72,0.22,88.08,95.03,92.71,0.34,6.5,2.1,27.3,109.7,73.1,87.0,51.0,1132.0,3.4,3261.0,3.0,2024-08-18,False,True,False,False,True,False,False
689,4.96,0.29,96.72,90.9,91.32,0.3,6.1,2.3,21.5,128.2,79.0,130.0,48.0,1080.0,3.4,3117.0,3.5,2024-09-19,False,False,False,False,True,False,False
690,4.91,0.22,90.24,90.76,96.95,0.28,6.3,2.1,28.6,119.6,71.4,104.0,48.0,958.0,3.2,3127.0,2.7,2024-09-05,True,False,False,False,False,True,False
691,5.21,0.22,88.99,94.75,94.49,0.32,6.6,2.6,27.1,107.6,66.4,96.0,46.0,1195.0,3.3,3165.0,2.5,2024-09-19,False,False,False,True,False,True,False
692,4.54,0.22,86.49,95.33,98.58,0.32,6.2,2.4,25.1,138.6,76.8,125.0,50.0,1108.0,2.6,3565.0,2.9,2024-08-29,True,False,False,True,False,False,True
693,4.93,0.26,88.34,90.52,90.1,0.25,6.0,2.1,22.4,103.3,79.7,88.0,43.0,1064.0,3.4,3678.0,2.9,2024-09-23,False,False,True,True,False,False,True
694,5.06,0.27,94.47,96.67,98.71,0.34,6.6,2.4,26.4,139.1,60.1,130.0,44.0,1041.0,3.4,3225.0,3.2,2024-08-17,False,False,True,True,False,True,False
695,4.63,0.24,87.3,93.64,93.73,0.35,7.0,2.1,27.3,93.1,60.6,76.0,59.0,1182.0,2.7,3162.0,2.9,2024-09-19,True,True,False,False,True,False,False
696,5.02,0.26,87.88,97.57,93.1,0.34,6.7,2.4,27.9,139.1,65.8,90.0,59.0,949.0,2.5,3454.0,3.7,2024-09-14,False,True,False,False,False,False,True
697,5.27,0.29,91.93,91.0,95.89,0.33,6.1,2.2,20.1,125.6,77.7,110.0,60.0,919.0,3.4,3814.0,3.0,2024-08-28,True,False,False,False,False,False,True
698,5.47,0.23,96.56,98.81,97.58,0.31,6.1,2.5,23.6,137.5,75.2,125.0,40.0,1143.0,3.4,3789.0,2.7,2024-09-22,False,False,False,True,False,False,False
699,4.58,0.2,93.17,96.3,99.87,0.29,6.3,2.6,28.3,146.2,76.1,96.0,53.0,1157.0,3.0,3217.0,2.8,2024-09-04,False,True,False,False,False,True,False
700,4.5,0.27,86.44,92.44,92.98,0.31,6.4,2.7,20.6,97.4,70.0,90.0,46.0,920.0,3.4,3692.0,2.7,2024-08-21,True,False,False,False,False,False,False
701,4.57,0.3,93.86,94.17,97.02,0.33,6.8,2.5,24.3,90.7,78.5,106.0,44.0,1176.0,3.4,3989.0,3.8,2024-09-30,True,False,True,False,False,True,False
702,5.5,0.22,95.95,98.23,92.31,0.26,7.0,2.3,28.7,90.2,60.4,98.0,45.0,1107.0,3.1,3077.0,2.7,2024-08-18,False,True,False,False,True,False,False
703,4.89,0.22,95.3,94.16,90.93,0.3,6.1,2.1,22.4,141.6,78.5,120.0,47.0,982.0,3.0,3722.0,4.0,2024-08-10,False,False,False,True,False,False,False
704,4.63,0.2,94.03,98.32,98.46,0.32,7.0,2.5,29.1,148.1,76.9,89.0,44.0,1064.0,3.0,3878.0,2.7,2024-09-01,True,True,False,False,False,True,False
705,4.76,0.28,86.23,93.21,93.87,0.31,6.2,2.9,24.5,145.0,69.4,87.0,43.0,901.0,3.0,3107.0,3.1,2024-09-10,False,False,False,False,False,True,False
706,5.09,0.23,87.28,97.75,99.47,0.26,6.2,3.0,20.4,148.7,60.1,122.0,46.0,1182.0,2.8,3654.0,2.6,2024-09-10,True,False,True,False,True,False,False
707,4.74,0.28,91.87,99.28,94.29,0.34,6.4,3.0,29.6,109.7,77.7,121.0,44.0,1087.0,2.6,3837.0,2.8,2024-08-18,False,False,True,False,False,False,True
708,4.57,0.24,92.5,98.55,99.74,0.29,6.1,2.7,25.7,116.9,66.2,100.0,47.0,1127.0,3.0,3877.0,3.3,2024-09-07,True,False,True,False,True,True,False
709,4.74,0.29,92.24,92.07,96.24,0.29,6.8,2.5,27.3,95.7,67.9,129.0,56.0,948.0,2.8,3330.0,3.5,2024-08-30,False,False,False,True,False,False,True
710,5.26,0.27,91.63,98.11,94.37,0.26,6.6,3.0,27.9,124.7,72.9,126.0,49.0,999.0,3.5,3863.0,3.0,2024-08-14,True,True,False,False,False,True,False
711,4.96,0.24,86.94,99.58,94.04,0.34,6.2,2.5,20.2,135.9,71.6,108.0,41.0,963.0,2.6,3289.0,3.4,2024-08-21,True,True,False,False,True,True,False
712,5.07,0.26,92.14,92.73,92.45,0.26,6.8,2.6,21.9,100.6,77.5,115.0,53.0,1022.0,2.8,3979.0,3.7,2024-08-09,True,False,True,False,False,False,True
713,4.8,0.28,94.87,92.97,94.27,0.27,6.1,2.7,22.7,139.2,79.9,75.0,49.0,1141.0,3.3,3760.0,3.0,2024-08-03,True,False,True,False,False,False,False
714,4.95,0.26,97.66,93.28,99.23,0.28,7.0,2.7,24.6,126.8,65.5,86.0,42.0,934.0,2.8,3763.0,3.4,2024-08-08,False,False,False,False,True,False,False
715,4.6,0.29,92.82,99.61,96.7,0.27,6.5,2.6,20.3,90.9,62.6,85.0,49.0,1046.0,2.6,3673.0,3.4,2024-08-28,False,False,True,False,True,False,False
716,4.79,0.2,86.01,93.92,91.54,0.29,6.6,2.5,22.3,110.6,72.3,122.0,55.0,1066.0,2.9,3365.0,3.8,2024-08-20,False,False,False,True,False,False,True
717,4.54,0.3,93.64,96.81,90.38,0.31,6.5,2.1,22.8,143.4,71.0,95.0,41.0,1114.0,3.2,3614.0,3.3,2024-08-24,False,False,True,True,False,False,True
718,4.93,0.26,88.03,99.41,95.89,0.28,6.4,2.8,21.6,107.6,73.6,89.0,56.0,939.0,3.3,3068.0,2.5,2024-09-27,True,True,False,False,True,False,True
719,5.4,0.26,89.57,92.33,96.17,0.3,7.0,3.0,26.4,116.6,69.8,111.0,42.0,999.0,2.6,3073.0,2.8,2024-08-20,False,True,False,False,True,False,True
720,4.99,0.28,91.31,93.35,90.82,0.31,6.3,2.6,29.8,96.7,64.2,98.0,59.0,1132.0,3.4,3334.0,4.0,2024-09-15,False,False,True,False,False,False,False
721,4.6,0.21,96.12,99.27,90.91,0.26,6.0,2.1,22.1,148.2,73.4,117.0,56.0,1061.0,3.3,3596.0,3.0,2024-08-05,False,True,False,True,False,True,False
722,5.06,0.25,95.7,99.82,94.11,0.33,6.1,2.8,23.7,92.4,67.3,107.0,42.0,1177.0,2.6,3930.0,3.6,2024-09-13,False,False,False,True,False,False,True
723,4.83,0.24,94.63,96.01,96.72,0.29,6.5,3.0,22.1,115.1,65.8,116.0,55.0,988.0,2.6,3011.0,3.1,2024-08-22,True,True,False,True,False,False,True
724,4.91,0.3,91.11,92.56,98.91,0.3,6.6,2.1,23.8,146.7,71.8,91.0,53.0,1173.0,2.8,3505.0,3.9,2024-08-31,False,False,True,False,False,False,False
725,4.67,0.27,92.99,96.8,93.51,0.28,6.7,2.2,24.2,101.3,60.2,128.0,49.0,1191.0,2.6,3587.0,2.8,2024-09-16,False,True,False,False,True,False,False
726,5.29,0.28,86.46,99.12,91.95,0.31,7.0,2.9,29.6,110.6,62.1,81.0,50.0,1138.0,2.7,3660.0,3.0,2024-09-26,False,True,False,False,True,True,False
727,4.84,0.27,91.07,98.12,91.56,0.33,6.1,2.2,26.6,141.3,65.1,90.0,51.0,963.0,3.3,3774.0,2.7,2024-09-11,True,True,False,False,True,False,False
728,4.96,0.28,89.39,96.33,90.5,0.31,6.2,2.8,23.6,106.9,76.8,73.0,48.0,1011.0,2.8,3912.0,3.6,2024-08-01,False,True,False,False,False,False,True
729,4.56,0.27,91.85,99.01,93.13,0.31,6.5,2.5,24.6,102.3,75.1,97.0,59.0,978.0,3.2,3941.0,3.5,2024-08-14,False,False,True,False,True,False,True
730,5.37,0.28,89.68,96.0,91.56,0.3,6.2,2.7,25.3,114.7,65.4,130.0,41.0,913.0,2.7,3971.0,4.0,2024-08-29,False,False,True,False,False,False,True
731,5.15,0.29,87.78,99.72,91.43,0.26,6.1,2.6,27.8,112.0,79.6,96.0,43.0,1040.0,3.2,3832.0,3.2,2024-09-18,False,True,False,True,False,False,False
732,5.09,0.23,93.4,99.86,90.49,0.34,6.6,2.3,29.5,119.0,66.6,81.0,45.0,1150.0,3.1,3913.0,2.8,2024-08-23,False,False,False,False,False,True,False
733,4.62,0.2,91.6,99.98,96.95,0.28,6.9,2.8,20.2,139.0,66.0,79.0,45.0,1041.0,2.9,3289.0,2.8,2024-08-18,True,False,True,True,False,False,False
734,5.26,0.3,95.11,92.96,92.45,0.27,6.1,2.6,26.1,132.3,73.6,88.0,47.0,1104.0,2.8,3213.0,3.1,2024-09-08,False,True,False,False,False,False,True
735,4.77,0.21,95.79,98.53,92.2,0.26,6.7,2.2,23.9,93.8,64.5,118.0,56.0,962.0,2.8,3134.0,2.6,2024-09-26,True,False,False,True,False,False,True
736,5.49,0.27,92.05,97.65,98.4,0.33,6.0,2.2,26.5,112.5,79.6,110.0,59.0,960.0,3.4,3321.0,4.0,2024-09-02,True,True,False,False,False,False,True
737,4.66,0.25,95.31,94.33,94.68,0.35,6.4,2.6,20.5,140.5,73.0,94.0,40.0,1078.0,2.5,3001.0,3.4,2024-09-11,False,False,False,False,True,True,False
